CUSTID,GENDER,DOB,EDATE,AGE,AGEGRP1,AGEGRP2,TV_REG,NGROUP,NEIGHBORHOOD,LCDATE,ORGANICS,BILL,REGION,CLASS,ORGYN,AFFL,LTIME
0041561173,F,09/01/44,23/02/98,,,,N West,B,12,07/01/94,1,0.01,North,Tin,1,7,5
0041565322,F,19/12/61,23/02/98,36,20-40,30-40,Midlands,F,53,21/02/94,1,8000,Midlands,Gold,1,11,5
0041566930,,26/09/24,23/02/98,73,60-80,70-80,N West,C,18,04/07/97,0,6487.49,North,Gold,0,10,1
0041568496,M,02/08/58,23/02/98,39,20-40,30-40,S & S East,C,22,29/01/93,1,12000,South East,Gold,1,12,6
0041569573,F,09/11/40,23/02/98,57,40-60,50-60,S & S East,E,45,15/08/84,0,1000,South East,Silver,0,4,14
0041571187,M,23/02/40,23/02/98,58,40-60,50-60,,B,14,04/02/97,0,8000,,Gold,0,11,2
0041572191,M,11/07/33,23/02/98,64,60-80,60-70,East,E,37,15/02/91,0,33477.04,Midlands,Platinum,0,,8
0041573260,F,17/04/46,23/02/98,51,40-60,50-60,Midlands,C,19,20/03/96,0,6000,Midlands,Gold,0,12,2
0041574879,F,24/02/47,23/02/98,51,40-60,50-60,N West,B,15,16/03/68,0,3000,North,Silver,0,5,30
0041577460,,14/06/48,23/02/98,49,40-60,40-50,,E,37,28/01/94,0,0.01,,Tin,0,8,5
0041578530,F,20/12/32,23/02/98,65,60-80,60-70,London,D,35,04/04/90,1,0.01,South East,Tin,1,11,8
0041583886,F,20/05/27,23/02/98,70,60-80,70-80,London,B,08,20/04/94,0,2500,South East,Silver,0,2,4
0041585900,F,19/12/18,23/02/98,79,60-80,70-80,N West,B,14,11/01/67,0,32050,North,Platinum,0,9,32
0041586419,F,19/06/33,23/02/98,64,60-80,60-70,London,A,03,26/01/94,0,0.01,South East,Tin,0,10,5
0041588020,U,21/05/26,23/02/98,71,60-80,70-80,London,D,28,04/04/92,0,12106.7,South East,Gold,0,8,6
0041590114,,18/02/45,23/02/98,,,,London,B,10,23/11/95,0,3000,South East,Silver,0,5,3
0041593393,U,03/08/47,23/02/98,50,40-60,50-60,Midlands,B,08,04/12/95,0,35,Midlands,Silver,0,14,3
0041594934,M,24/07/43,23/02/98,54,40-60,50-60,Wales & West,A,04,04/11/97,0,5000,Midlands,Silver,0,9,1
0041596031,M,18/06/49,23/02/98,48,40-60,40-50,Wales & West,B,06,11/11/94,0,40150,Midlands,Platinum,0,7,4
0041598832,M,18/06/27,23/02/98,70,60-80,70-80,Midlands,B,12,15/02/83,0,52000,Midlands,Platinum,0,8,16
0041600470,F,09/02/50,23/02/98,48,40-60,40-50,London,C,25,25/10/95,1,1000,South East,Silver,1,13,3
0041600993,F,22/02/52,23/02/98,,,,East,C,19,02/06/87,0,2500,Midlands,Silver,0,10,11
0041601515,F,29/04/56,23/02/98,41,40-60,40-50,London,B,12,15/10/96,0,6000,South East,Gold,0,7,2
0041607963,F,27/10/37,23/02/98,60,60-80,60-70,East,F,53,02/02/93,0,1000,Midlands,Silver,0,3,6
0041608480,M,01/09/64,23/02/98,33,20-40,30-40,Midlands,C,16,17/01/91,0,500,Midlands,Silver,0,4,8
0041610379,M,19/02/67,23/02/98,31,20-40,30-40,London,F,51,15/12/93,1,0.01,South East,Tin,1,8,5
0041611588,F,10/11/56,23/02/98,41,40-60,40-50,London,B,14,01/02/90,1,0.01,South East,Tin,1,10,9
0041618892,M,22/04/34,23/02/98,63,60-80,60-70,Midlands,F,49,16/09/85,0,500,Midlands,Silver,0,8,13
0041620498,,19/01/62,23/02/98,36,20-40,30-40,S & S East,D,31,01/07/90,0,0.01,South East,Tin,0,6,8
0041622008,F,19/04/48,23/02/98,49,40-60,40-50,London,D,29,28/04/94,0,0.01,South East,Tin,0,,4
0041622563,F,11/09/24,23/02/98,73,60-80,70-80,N West,C,22,16/06/93,0,3000,North,Silver,0,6,5
0041623071,M,23/03/54,23/02/98,43,40-60,40-50,Midlands,B,14,04/04/92,0,6107.64,Midlands,Gold,0,8,6
0041626763,F,12/08/54,23/02/98,43,40-60,40-50,London,C,20,02/04/92,0,2937.77,South East,Silver,0,13,6
0041627778,M,24/12/49,23/02/98,48,40-60,40-50,London,C,22,31/12/93,0,0.01,South East,Tin,0,12,5
0041645970,F,28/06/57,23/02/98,,,,N East,B,09,01/03/90,1,0.01,North,Tin,1,4,8
0041648058,F,08/09/47,23/02/98,50,40-60,50-60,Yorkshire,D,35,24/04/96,0,4000,North,Silver,0,7,2
0041655321,F,20/06/31,23/02/98,66,60-80,60-70,Midlands,C,19,16/01/91,0,9000,Midlands,Gold,0,7,8
0041656441,U,22/10/37,23/02/98,60,60-80,60-70,Yorkshire,C,24,03/05/91,0,2000,North,Silver,0,9,7
0041656980,F,29/07/27,23/02/98,70,60-80,70-80,Midlands,F,52,01/06/90,0,0.01,Midlands,Tin,0,6,8
0041657529,F,25/04/47,23/02/98,50,40-60,50-60,N Scot,,,24/04/97,0,6000,Scottish,Gold,0,7,1
0041659220,F,01/10/48,23/02/98,,,,Midlands,D,32,15/02/90,2,0.01,Midlands,Tin,1,16,9
0041660775,,11/02/51,23/02/98,47,40-60,40-50,Midlands,D,34,01/04/96,0,6000,Midlands,Gold,0,14,2
0041662417,M,14/06/25,23/02/98,72,60-80,70-80,London,A,04,10/11/94,0,16000,South East,Gold,0,6,4
0041665424,F,27/04/21,23/02/98,76,60-80,70-80,C Scotland,A,02,01/12/77,1,6000,Scottish,Gold,1,10,21
0041666420,M,06/04/40,23/02/98,57,40-60,50-60,C Scotland,B,10,28/01/94,0,0.01,Scottish,Tin,0,8,5
0041667451,F,25/12/63,23/02/98,,,,London,B,09,20/05/96,1,6000,South East,Gold,1,4,2
0041669039,M,20/01/37,23/02/98,61,60-80,60-70,Yorkshire,F,53,28/03/96,0,6000,North,Gold,0,9,2
0041671696,F,16/12/56,23/02/98,,,,S & S East,C,19,01/09/90,0,12000.01,South East,Gold,0,6,8
0041677082,M,25/04/54,23/02/98,43,40-60,40-50,N West,A,04,23/09/96,0,2000,North,Silver,0,4,2
0041679697,F,12/09/58,23/02/98,39,20-40,30-40,,C,25,25/03/97,0,3000,,Silver,0,10,1
0041680725,U,22/07/33,23/02/98,,,,Wales & West,F,51,10/01/91,0,6000,Midlands,Gold,0,8,8
0041682361,F,15/09/24,23/02/98,73,60-80,70-80,East,B,15,10/02/90,0,6000,Midlands,Gold,0,9,9
0041688076,M,25/05/51,23/02/98,46,40-60,40-50,C Scotland,A,01,01/09/94,0,0.01,Scottish,Tin,0,4,4
0041694483,U,05/05/50,23/02/98,47,40-60,40-50,London,C,22,23/04/96,0,1000,South East,Silver,0,11,2
0041699647,F,24/04/42,23/02/98,55,40-60,50-60,East,B,12,14/02/94,0,0.01,Midlands,Tin,0,9,5
0041705965,,07/11/43,23/02/98,,,,N East,F,53,10/06/96,0,12000,North,Gold,0,8,2
0041707038,F,24/03/54,23/02/98,43,40-60,40-50,East,F,53,09/06/97,1,1500,Midlands,Silver,1,13,1
0041714360,,11/04/43,23/02/98,54,40-60,50-60,N West,A,01,22/02/93,0,6000,North,Gold,0,7,6
0041717963,M,17/11/44,23/02/98,53,40-60,50-60,Midlands,F,51,31/05/94,0,4000,Midlands,Silver,0,8,4
0041718960,M,11/11/41,23/02/98,56,40-60,50-60,S West,F,47,14/10/94,0,0.01,South West,Tin,0,13,4
0041719460,M,22/06/45,23/02/98,,,,East,D,30,01/06/90,2,0.01,Midlands,Tin,1,17,8
0041720980,F,09/03/23,23/02/98,75,60-80,70-80,N East,C,20,03/05/88,1,4500,North,Silver,1,4,10
0041723068,F,28/03/40,23/02/98,57,40-60,50-60,East,F,50,01/01/90,0,2200,Midlands,Silver,0,7,9
0041733977,F,03/10/32,23/02/98,65,60-80,60-70,N West,E,38,16/04/71,1,0.01,North,Tin,1,14,27
0041737239,F,30/07/38,23/02/98,59,40-60,50-60,London,B,10,08/01/90,0,11323.14,South East,Gold,0,6,9
0041742364,,29/01/49,23/02/98,49,40-60,40-50,S & S East,F,50,13/02/85,0,3000.01,South East,Silver,0,13,14
0041742879,F,10/04/40,23/02/98,57,40-60,50-60,London,C,22,21/06/91,0,3000,South East,Silver,0,5,7
0041743891,F,26/01/62,23/02/98,36,20-40,30-40,N West,F,47,31/05/91,1,0.01,North,Tin,1,11,7
0041747501,F,25/07/69,23/02/98,28,20-40,20-30,S & S East,C,23,14/04/93,0,25,South East,Silver,0,9,5
0041750570,F,01/02/53,23/02/98,45,40-60,40-50,East,D,28,01/11/89,0,6053.34,Midlands,Gold,0,11,9
0041755610,F,16/11/54,23/02/98,43,40-60,40-50,London,D,31,08/02/94,0,3000.01,South East,Silver,0,9,5
0041761890,F,09/12/22,23/02/98,75,60-80,70-80,N West,A,04,02/04/91,0,3652.66,North,Silver,0,11,7
0041763469,F,11/04/35,23/02/98,62,60-80,60-70,Wales & West,A,04,06/02/90,0,0.01,Midlands,Tin,0,7,9
0041773227,F,18/11/18,23/02/98,79,60-80,70-80,Midlands,C,24,16/01/91,1,15300,Midlands,Gold,1,10,8
0041776366,F,23/11/37,23/02/98,60,60-80,60-70,Wales & West,E,41,01/03/90,0,0.01,Midlands,Tin,0,16,8
0041779411,U,24/06/60,23/02/98,37,20-40,30-40,London,C,22,02/12/93,0,0.01,South East,Tin,0,5,5
0041783044,F,02/12/54,23/02/98,43,40-60,40-50,London,C,19,01/05/90,0,0.01,South East,Tin,0,7,8
0041783559,M,26/06/24,23/02/98,73,60-80,70-80,Midlands,C,19,12/03/93,0,1500,Midlands,Silver,0,8,5
0041786094,,17/02/46,23/02/98,52,40-60,50-60,London,D,27,15/03/93,0,1000,South East,Silver,0,7,5
0041797673,F,17/07/48,23/02/98,49,40-60,40-50,Midlands,C,17,22/09/93,0,0.01,Midlands,Tin,0,10,5
0041803339,M,03/01/41,23/02/98,57,40-60,50-60,London,A,04,01/03/90,0,0.01,South East,Tin,0,,8
0041804335,,18/09/34,23/02/98,63,60-80,60-70,London,B,08,15/04/87,0,10529.95,South East,Gold,0,10,11
0041804882,F,26/09/59,23/02/98,38,20-40,30-40,Border,E,38,04/06/96,0,30,Scottish,Silver,0,7,2
0041805927,M,26/04/20,23/02/98,77,60-80,70-80,S & S East,B,15,28/04/87,0,5000,South East,Silver,0,7,11
0041810130,F,31/01/53,23/02/98,45,40-60,40-50,Midlands,F,47,13/06/97,0,480,Midlands,Silver,0,9,1
0041815965,F,06/08/58,23/02/98,39,20-40,30-40,,E,41,10/06/88,0,100,,Silver,0,17,10
0041817119,F,22/08/23,23/02/98,74,60-80,70-80,Midlands,C,24,24/04/96,1,7000,Midlands,Gold,1,12,2
0041818166,F,10/12/65,23/02/98,32,20-40,30-40,London,D,27,01/03/87,3,2701.27,South East,Silver,1,19,11
0041820748,F,05/06/59,23/02/98,38,20-40,30-40,N West,D,31,09/06/88,0,0.01,North,Tin,0,9,10
0041825421,M,26/09/77,23/02/98,20,20-40,20-30,East,B,14,16/04/96,1,2000,Midlands,Silver,1,9,2
0041827467,F,04/04/26,23/02/98,71,60-80,70-80,Ulster,,,31/07/83,0,0.01,Midlands,Tin,0,6,15
0041827998,M,28/12/40,23/02/98,57,40-60,50-60,S & S East,D,30,02/02/87,0,30088.81,South East,Platinum,0,9,12
0041829087,M,09/10/29,23/02/98,68,60-80,60-70,East,E,37,21/07/87,0,2000,Midlands,Silver,0,12,11
0041829591,M,10/12/19,23/02/98,78,60-80,70-80,S West,B,06,30/04/84,0,6000,South West,Gold,0,7,14
0041831677,U,21/03/57,23/02/98,40,40-60,40-50,S West,D,35,02/06/94,0,0.01,South West,Tin,0,10,4
0041833238,F,13/10/34,23/02/98,63,60-80,60-70,Wales & West,E,41,06/05/92,1,6053.35,Midlands,Gold,1,11,6
0041835907,,10/05/19,23/02/98,78,60-80,70-80,London,A,02,19/10/95,0,6000,South East,Gold,0,5,3
0041839244,F,27/02/66,23/02/98,32,20-40,30-40,Midlands,E,37,11/01/94,1,0.01,Midlands,Tin,1,4,5
0041839767,M,24/12/20,23/02/98,77,60-80,70-80,London,B,09,13/06/69,0,2000,South East,Silver,0,10,29
0041840765,F,02/04/22,23/02/98,75,60-80,70-80,S & S East,D,30,26/02/94,0,1000,South East,Silver,0,12,4
0041842822,M,26/08/33,23/02/98,64,60-80,60-70,London,A,04,24/05/94,0,11000,South East,Gold,0,9,4
0041844914,F,09/06/61,23/02/98,36,20-40,30-40,S & S East,,,01/08/90,1,0.01,South East,Tin,1,9,8
0041856629,M,28/02/59,23/02/98,39,20-40,30-40,N East,C,16,09/11/87,0,46919.71,North,Platinum,0,7,11
0041867060,M,06/12/52,23/02/98,45,40-60,40-50,N Scot,A,01,01/04/92,0,6053.35,Scottish,Gold,0,8,6
0041875976,M,18/09/51,23/02/98,46,40-60,40-50,London,F,51,11/01/91,0,12000,South East,Gold,0,11,8
0041878550,,27/01/26,23/02/98,72,60-80,70-80,Midlands,E,45,23/05/94,0,5000,Midlands,Silver,0,3,4
0041879041,M,04/08/56,23/02/98,41,40-60,40-50,Midlands,D,27,06/10/90,1,2822.34,Midlands,Silver,1,10,8
0041885920,F,14/10/22,23/02/98,75,60-80,70-80,East,F,50,21/05/93,0,21000,Midlands,Platinum,0,10,5
0041887990,F,27/05/27,23/02/98,70,60-80,70-80,S & S East,B,06,11/02/94,1,15000,South East,Gold,1,13,5
0041890550,M,20/10/57,23/02/98,40,40-60,40-50,N West,B,14,01/10/91,1,0.01,North,Tin,1,,7
0041894172,M,01/02/45,23/02/98,53,40-60,50-60,Yorkshire,A,03,29/01/97,0,6000,North,Gold,0,13,2
0041895179,F,13/07/28,23/02/98,,,,Wales & West,E,40,07/03/94,0,0.01,Midlands,Tin,0,,4
0041897791,F,22/05/34,23/02/98,63,60-80,60-70,London,D,31,08/09/93,1,3914.18,South East,Silver,1,14,5
0041898801,,11/02/36,23/02/98,,,,Wales & West,C,20,29/04/97,0,3000,Midlands,Silver,0,9,1
0041900369,M,25/04/69,23/02/98,28,20-40,20-30,C Scotland,D,32,06/11/97,0,2000,Scottish,Silver,0,6,1
0041909242,F,07/01/58,23/02/98,40,40-60,40-50,N West,F,53,01/11/91,0,0.01,North,Tin,0,7,7
0041920033,F,30/10/32,23/02/98,65,60-80,60-70,N West,A,01,25/02/83,1,0.01,North,Tin,1,11,16
0041925337,M,22/01/45,23/02/98,53,40-60,50-60,Midlands,B,08,01/06/90,0,0.01,Midlands,Tin,0,6,8
0041927950,M,23/07/50,23/02/98,47,40-60,40-50,Midlands,F,53,01/06/90,0,50.01,Midlands,Silver,0,11,8
0041928476,F,07/06/26,23/02/98,71,60-80,70-80,East,E,45,01/09/95,0,20308.51,Midlands,Platinum,0,5,3
0041929480,F,26/10/47,23/02/98,50,40-60,50-60,London,C,19,20/02/93,0,3200,South East,Silver,0,12,6
0041934158,M,20/02/60,23/02/98,38,20-40,30-40,East,F,52,27/06/88,0,0.01,Midlands,Tin,0,8,10
0041937211,M,12/01/50,23/02/98,48,40-60,40-50,Wales & West,B,08,24/02/94,0,4000,Midlands,Silver,0,8,4
0041937475,F,18/01/23,23/02/98,75,60-80,70-80,East,B,14,01/02/90,0,0.01,Midlands,Tin,0,7,9
0041938307,,21/08/50,23/02/98,47,40-60,40-50,Midlands,B,08,28/09/93,0,0.01,Midlands,Tin,0,6,5
0041940387,F,07/01/35,23/02/98,63,60-80,60-70,London,C,18,01/05/90,1,3600,South East,Silver,1,15,8
0041941936,M,19/04/34,23/02/98,63,60-80,60-70,Midlands,D,28,23/07/90,0,0.01,Midlands,Tin,0,14,8
0041947187,F,05/10/40,23/02/98,57,40-60,50-60,C Scotland,C,25,01/06/90,0,0.01,Scottish,Tin,0,11,8
0041950846,,09/03/62,23/02/98,,,,Border,C,25,01/06/90,1,0.01,Scottish,Tin,1,7,8
0041951354,M,13/01/36,23/02/98,62,60-80,60-70,London,A,04,22/03/95,0,15287.45,South East,Gold,0,9,3
0041955023,F,01/01/56,23/02/98,42,40-60,40-50,East,B,12,22/02/94,1,0.01,Midlands,Tin,1,4,5
0041955520,M,27/08/58,23/02/98,39,20-40,30-40,London,E,36,11/04/97,1,8000,South East,Gold,1,11,1
0041956097,F,14/09/41,23/02/98,56,40-60,50-60,London,E,37,02/04/91,0,6105.32,South East,Gold,0,11,7
0041963476,F,23/12/33,23/02/98,64,60-80,60-70,S & S East,D,33,01/03/91,0,0.01,South East,Tin,0,8,7
0041965061,,16/02/37,23/02/98,61,60-80,60-70,London,A,01,29/04/97,0,5000,South East,Silver,0,9,1
0041965568,,02/04/47,23/02/98,50,40-60,50-60,Yorkshire,C,23,02/04/96,0,7400,North,Gold,0,10,2
0041966580,F,25/10/46,23/02/98,51,40-60,50-60,S & S East,B,12,26/05/94,0,0.01,South East,Tin,0,8,4
0041973994,M,04/08/51,23/02/98,46,40-60,40-50,London,C,20,19/10/87,0,900,South East,Silver,0,8,11
0041975571,U,05/11/44,23/02/98,53,40-60,50-60,London,D,34,31/03/97,0,6000,South East,Gold,0,7,1
0041979313,,30/03/52,23/02/98,45,40-60,40-50,Midlands,C,24,14/12/93,0,1420.01,Midlands,Silver,0,8,5
0041979844,,15/12/53,23/02/98,44,40-60,40-50,C Scotland,D,32,10/02/94,1,0.01,Scottish,Tin,1,,5
0041987170,U,21/08/42,23/02/98,55,40-60,50-60,Midlands,B,15,04/11/86,0,2000,Midlands,Silver,0,2,12
0041987715,F,19/03/31,23/02/98,,,,London,C,17,18/11/86,1,6000,South East,Gold,1,12,12
0041989335,U,14/07/53,23/02/98,44,40-60,40-50,N Scot,C,19,14/04/93,0,600,Scottish,Silver,0,4,5
0041989777,F,24/02/19,23/02/98,79,60-80,70-80,N West,C,19,24/02/97,1,6000,North,Gold,1,6,1
0041992646,F,18/02/34,23/02/98,64,60-80,60-70,London,E,40,16/08/74,0,750,South East,Silver,0,7,24
0041999578,M,08/09/50,23/02/98,,,,London,D,27,17/02/90,0,500,South East,Silver,0,7,9
0042001210,M,13/08/36,23/02/98,,,,London,A,01,14/01/91,0,3000,South East,Silver,0,14,8
0042004960,M,01/02/30,23/02/98,68,60-80,60-70,S West,A,02,20/02/90,0,17000,South West,Gold,0,6,9
0042012670,M,27/07/34,23/02/98,63,60-80,60-70,Wales & West,C,16,29/03/96,0,2000,Midlands,Silver,0,10,2
0042020079,,23/07/20,23/02/98,77,60-80,70-80,London,D,29,29/06/84,0,8105.32,South East,Gold,0,10,14
0042022756,,25/05/42,23/02/98,55,40-60,50-60,N East,F,47,02/04/91,0,3052.66,North,Silver,0,8,7
0042023787,M,11/07/55,23/02/98,42,40-60,40-50,N West,F,47,01/05/90,0,0.01,North,Tin,0,10,8
0042027510,U,05/10/55,23/02/98,42,40-60,40-50,London,A,03,11/01/91,0,9600,South East,Gold,0,7,8
0042028029,F,24/05/42,23/02/98,55,40-60,50-60,S & S East,B,06,29/10/87,0,0.01,South East,Tin,0,10,11
0042030848,,18/12/30,23/02/98,67,60-80,60-70,London,D,27,29/03/96,0,5000,South East,Silver,0,6,2
0042040908,M,07/02/43,23/02/98,55,40-60,50-60,N East,C,16,24/09/93,2,0.01,North,Tin,1,15,5
0042041483,M,28/08/52,23/02/98,45,40-60,40-50,Wales & West,B,14,30/04/97,0,4000,Midlands,Silver,0,6,1
0042042536,M,26/02/58,23/02/98,40,40-60,40-50,London,A,04,04/02/93,0,15000,South East,Gold,0,8,6
0042046256,F,03/10/58,23/02/98,39,20-40,30-40,N Scot,E,45,02/07/91,2,6053.82,Scottish,Gold,1,17,7
0042054364,F,16/07/29,23/02/98,68,60-80,60-70,London,B,14,17/02/83,0,12000,South East,Gold,0,10,16
0042057428,,07/08/49,23/02/98,48,40-60,40-50,London,A,04,03/02/94,0,0.01,South East,Tin,0,6,5
0042058947,F,30/06/57,23/02/98,40,40-60,40-50,Yorkshire,E,37,01/05/90,1,0.01,North,Tin,1,9,8
0042059447,M,23/07/42,23/02/98,,,,Midlands,C,19,05/03/90,0,0.01,Midlands,Tin,0,5,8
0042059943,F,17/02/46,23/02/98,,,,Yorkshire,B,10,13/11/93,0,900,North,Silver,0,11,5
0042062049,M,10/09/27,23/02/98,70,60-80,70-80,S & S East,C,23,01/01/92,0,1200,South East,Silver,0,11,7
0042062570,F,15/02/48,23/02/98,50,40-60,50-60,London,D,27,16/10/91,0,1500,South East,Silver,0,8,7
0042064203,F,29/04/22,23/02/98,75,60-80,70-80,S & S East,D,28,07/08/67,0,1000,South East,Silver,0,11,31
0042065854,M,21/05/32,23/02/98,65,60-80,60-70,Yorkshire,D,32,11/10/78,0,0.01,North,Tin,0,11,20
0042068446,M,23/02/29,23/02/98,69,60-80,60-70,S & S East,E,37,14/11/94,0,6000,South East,Gold,0,9,4
0042071072,F,14/08/50,23/02/98,47,40-60,40-50,London,A,04,10/01/91,1,500,South East,Silver,1,11,8
0042072656,U,02/12/36,23/02/98,61,60-80,60-70,N West,D,32,15/05/97,0,6000,North,Gold,0,10,1
0042074721,F,10/05/34,23/02/98,63,60-80,60-70,East,C,19,01/07/90,0,0.01,Midlands,Tin,0,6,8
0042080551,M,14/01/36,23/02/98,62,60-80,60-70,Wales & West,B,06,04/02/94,0,5000,Midlands,Silver,0,6,5
0042088986,M,08/09/45,23/02/98,52,40-60,50-60,N East,A,01,15/01/91,0,3000,North,Silver,0,6,8
0042092029,F,01/05/46,23/02/98,51,40-60,50-60,S & S East,F,53,19/10/88,0,25000,South East,Platinum,0,10,10
0042094048,F,31/08/19,23/02/98,78,60-80,70-80,S West,B,08,23/09/91,0,6053.35,South West,Gold,0,6,7
0042097071,F,04/09/38,23/02/98,,,,Midlands,B,08,04/10/89,1,10919.71,Midlands,Gold,1,9,9
0042100684,M,10/05/46,23/02/98,,,,London,B,07,31/01/91,0,3000,South East,Silver,0,3,8
0042101192,M,14/04/32,23/02/98,,,,London,C,20,10/10/88,0,0.01,South East,Tin,0,11,10
0042102695,F,01/01/40,23/02/98,58,40-60,50-60,Midlands,,,10/11/94,0,10000,Midlands,Gold,0,7,4
0042104710,F,01/09/56,23/02/98,41,40-60,40-50,London,A,03,19/06/91,0,27000,South East,Platinum,0,5,7
0042105759,F,19/05/27,23/02/98,70,60-80,70-80,S & S East,C,25,05/11/96,0,410,South East,Silver,0,10,2
0042109827,U,20/02/52,23/02/98,46,40-60,40-50,London,D,31,26/09/93,0,0.01,South East,Tin,0,3,5
0042111872,M,03/06/36,23/02/98,61,60-80,60-70,East,D,27,01/07/90,0,20326.3,Midlands,Platinum,0,13,8
0042112879,M,18/11/42,23/02/98,55,40-60,50-60,N West,D,33,,0,0.01,North,Tin,0,7,
0042115460,F,20/10/63,23/02/98,34,20-40,30-40,Wales & West,E,38,01/01/90,1,300,Midlands,Silver,1,8,9
0042119083,F,30/07/33,23/02/98,64,60-80,60-70,London,C,22,30/04/96,0,4000,South East,Silver,0,6,2
0042121126,F,18/03/21,23/02/98,76,60-80,70-80,S & S East,B,11,11/06/93,0,14000,South East,Gold,0,4,5
0042123706,M,20/11/40,23/02/98,,,,Border,B,12,01/05/88,0,23020.43,Scottish,Platinum,0,9,10
0042124745,F,19/02/36,23/02/98,62,60-80,60-70,N East,E,37,01/06/94,1,1000,North,Silver,1,11,4
0042125784,F,03/08/59,23/02/98,38,20-40,30-40,Border,D,35,13/05/94,3,0.01,Scottish,Tin,1,18,4
0042126802,F,22/04/31,23/02/98,66,60-80,60-70,S & S East,C,25,21/05/91,0,4626.67,South East,Silver,0,10,7
0042127833,,08/02/53,23/02/98,45,40-60,40-50,Midlands,B,05,18/02/94,0,420,Midlands,Silver,0,,5
0042131466,F,13/11/44,23/02/98,53,40-60,50-60,Midlands,B,05,10/12/93,1,0.01,Midlands,Tin,1,8,5
0042134589,,25/04/46,23/02/98,51,40-60,50-60,S & S East,E,38,01/06/90,0,0.01,South East,Tin,0,10,8
0042149489,F,05/01/47,23/02/98,51,40-60,50-60,N West,F,51,27/05/97,0,2000,North,Silver,0,11,1
0042151076,F,05/12/61,23/02/98,36,20-40,30-40,S & S East,A,01,23/05/94,3,420,South East,Silver,1,20,4
0042151580,F,09/03/40,23/02/98,58,40-60,50-60,Midlands,A,04,01/05/90,0,0.01,Midlands,Tin,0,9,8
0042152102,F,27/01/42,23/02/98,56,40-60,50-60,Border,F,47,20/05/97,0,1500,Scottish,Silver,0,6,1
0042153664,F,18/02/44,23/02/98,54,40-60,50-60,S & S East,B,14,26/10/94,0,0.01,South East,Tin,0,8,4
0042154717,F,16/06/73,23/02/98,,,,East,D,30,05/12/94,1,1000,Midlands,Silver,1,12,4
0042156248,M,18/02/70,23/02/98,28,20-40,20-30,London,B,07,07/08/91,1,550,South East,Silver,1,3,7
0042156760,F,12/12/40,23/02/98,57,40-60,50-60,C Scotland,E,40,10/11/93,0,6000,Scottish,Gold,0,12,5
0042157295,M,27/02/36,23/02/98,62,60-80,60-70,S & S East,B,08,01/02/90,0,1300.01,South East,Silver,0,12,9
0042157813,F,31/07/46,23/02/98,,,,Yorkshire,C,25,22/04/94,0,600,North,Silver,0,4,4
0042158321,F,16/03/28,23/02/98,69,60-80,60-70,London,C,22,09/05/91,0,3400,South East,Silver,0,9,7
0042159344,M,15/04/37,23/02/98,60,60-80,60-70,N East,B,10,05/02/92,0,3000,North,Silver,0,6,7
0042160970,M,24/04/47,23/02/98,50,40-60,50-60,Yorkshire,C,25,01/02/90,1,0.01,North,Tin,1,13,9
0042162116,F,04/04/35,23/02/98,62,60-80,60-70,Wales & West,E,37,08/01/90,0,21000.01,Midlands,Platinum,0,6,9
0042162612,F,17/09/27,23/02/98,70,60-80,70-80,Midlands,F,51,12/01/95,0,15000,Midlands,Gold,0,,4
0042163686,,10/10/55,23/02/98,42,40-60,40-50,Midlands,E,38,25/01/94,0,0.01,Midlands,Tin,0,3,5
0042170020,M,25/09/39,23/02/98,58,40-60,50-60,London,D,31,21/06/94,0,9000,South East,Gold,0,9,4
0042175358,M,16/01/38,23/02/98,60,60-80,60-70,Yorkshire,A,04,10/11/97,0,30000,North,Platinum,0,5,1
0042177474,M,03/06/35,23/02/98,62,60-80,60-70,Midlands,F,52,31/10/83,0,5000,Midlands,Silver,0,8,15
0042179698,F,01/01/49,23/02/98,49,40-60,40-50,N West,C,22,16/02/94,0,0.01,North,Tin,0,10,5
0042184624,M,04/12/56,23/02/98,41,40-60,40-50,N West,F,50,30/09/93,0,0.01,North,Tin,0,9,5
0042186708,F,10/05/32,23/02/98,,,,London,D,27,26/10/83,0,500,South East,Silver,0,8,15
0042189820,M,17/06/31,23/02/98,66,60-80,60-70,N West,B,14,05/11/79,1,5000,North,Silver,1,8,19
0042190330,F,09/03/30,23/02/98,68,60-80,60-70,S & S East,B,06,18/03/96,0,3000,South East,Silver,0,5,2
0042196584,F,22/12/42,23/02/98,55,40-60,50-60,Ulster,,,01/04/93,0,9000,Midlands,Gold,0,8,5
0042200654,F,18/04/53,23/02/98,44,40-60,40-50,London,D,34,19/12/88,0,0.01,South East,Tin,0,14,10
0042207411,F,05/04/52,23/02/98,,,,N West,D,34,04/06/97,0,6000,North,Gold,0,11,1
0042209481,F,14/07/35,23/02/98,,,,London,B,13,01/01/90,0,3500.01,South East,Silver,0,,9
0042215341,M,17/06/38,23/02/98,59,40-60,50-60,S West,C,18,01/05/90,0,0.01,South West,Tin,0,9,8
0042216828,F,30/07/55,23/02/98,,,,N West,C,19,04/09/95,0,4000,North,Silver,0,13,3
0042222070,M,29/10/44,23/02/98,53,40-60,50-60,London,F,52,03/07/97,0,6000,South East,Gold,0,8,1
0042223620,M,04/02/37,23/02/98,61,60-80,60-70,N West,C,24,11/02/94,0,0.01,North,Tin,0,3,5
